Check Date,Check number,Amount in $,Purchase,Category,FOIA No,Link,Notes,Redaction,Requested by,Requested Date,First Response,Received Date,Muckrock Link
11/2/2015,18339,12837.51,Dell computers,Routine,P048194,18339.pdf,,,,,,,
11/2/2015,18342,8436.02,Dell computers,Routine,P048194,18342.pdf,,,,,,,
11/2/2015,18343,8436.02,Dell computers,Routine,P048194,18343.pdf,,,,,,,
11/2/2015,18344,8812.08,,,,,,,Billy Joe Mills,5/13/16,No response yet,,Personal e-mail
11/2/2015,18345,7647.9,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
11/12/2015,18357,6325,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
11/13/2015,18361,18561.35,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
11/16/2015,18362,5224,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
11/17/2015,18369,8500,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
12/2/2015,18374,110729.84,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
12/1/2015,18382,68159.5,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
12/4/2015,18383,15349.99,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
12/4/2015,18384,131783.84,,,,,,,Billy Joe Mills,5/13/16,,,Personal e-mail
12/8/2015,18388,20683.23,Phones,routine,P047442,18388.pdf,,,,,,,
12/10/2015,18389,5355,Lexis Nexis,surveillance,P047442,18389.pdf,,,,,,,
12/10/2015,18393,35192.64,Dell computers,routine,P047442,18393.pdf,,,,,,,
12/10/2015,18394,35192.64,Dell computers,routine,P047442,18394.pdf,,,,,,,
12/10/2015,18395,11250,Dell computers,routine,P047442,18395.pdf,,,,,,,
12/10/2015,18396,11567.7,Dell computers,routine,P047442,18396.pdf,,,,,,,
12/21/2015,18403,8500,Lexis Nexis,surveillance,P047442,18403.pdf,,,,,,,
12/21/2015,18406,9894,Motorola Apex 6000 portable radios,routine,P047442,18406.pdf,,,,,,,
12/30/2015,18422,12978.45,Auto repair,routine,P047442,18422.pdf,,,,,,,
12/30/2015,18424,15459.07,Verizon Wireless,routine,P047442,18424.pdf,,,,,,,
,,,,,,,,,,,,,
3/1/2016,18510,600,membership renewal 12 officers,routine,,no backup yet,,,,,,,
3/1/2016,18511,948.91,cat 5E cable,routine,,"""",,,,,,,
3/1/2016,18513,400,real estate database,routine,,"""",,,,,,,
3/1/2016,18514,932.11,pen ,surveillance,,,,,,,,,
3/1/2016,18515,94.34,AT&T,routine,,,,,,,,,
3/3/2016,18517,374.66,x2 server rack power strips,routine,,,,,,,,,
3/9/2016,18518,34176,48 computers and monitors,routine,,,,,,,,,
3/9/2016,18519,256.93,trunking line,routine,,,,,,,,,
3/9/2016,18520,645.57,T1 data line,routine,,,,,,,,,
3/9/2016,18521,942.11,pen reg,surveillance,,,,,,,,,
3/9/2016,18522,115571.09,enterprise,routine,,,,,,,,,
3/11/2016,18525,3445.2,clear,routine,,,,,,,,,
3/11/2016,18526,478.4,hotline services,routine,,,,,,,,,
3/11/2016,18527,1414,x14 license plate renewal stickers,routine,,,,,,,,,
3/11/2016,18528,18892.43,AT&T mobility,routine,,,,,,,,,
3/11/2016,18529,714.55,comcast,routine,,,,,,,,,
3/11/2016,18530,236.19,comcast,routine,,,,,,,,,
3/15/2016,18533,35.42,reimbursement for city sticker,routine,,,,,,,,,
3/15/2016,18534,3142.65,x100 cocaine test kits and swaps,routine,,,,,,,,,
3/15/2016,18535,1800,x2 video forensic enhancement software,routine,,,,,,,,,
3/15/2016,18536,33.17,gas credit card charges,routine,,,,,,,,,
3/15/2016,18537,4039.2,x40 LEMART kits,routine,,,,,,,,,
3/22/2016,18538,7215,x37 hours Filemaker consulting,routine,,,,,,,,,
3/22/2016,18543,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18544,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18545,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18546,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18547,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18548,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18549,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18550,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18551,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18552,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18553,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18554,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18555,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18556,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18557,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18558,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18559,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18560,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18561,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18562,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18563,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/22/2016,18564,372,"lodging, IDEOA conference",routine,,,,,,,,,
3/25/2016,18565,101639.05,x60 tasers,routine,,,,,,,,,
3/25/2016,18566,4676.25,accurint,surveillance,,,,,,,,,
3/25/2016,18567,8500,accurint,surveillance,,,,,,,,,
3/25/2016,18568,45,pen reg,surveillance,,,,,,,,,
3/25/2016,18569,372.11,pen reg,surveillance,,,,,,,,,
3/25/2016,18570,914.45,vehicle repairs,routine,,,,,,,,,
3/25/2016,18571,10660,conference registration cost,routine,,,,,,,,,
3/25/2016,18572,94.33,AT&T,routine,,,,,,,,,
3/25/2016,18573,291.94,T1 data line,routine,,,,,,,,,
3/28/2016,18574,936,"lodging, FBI training",routine,,,,,,,,,
3/28/2016,18575,936,"lodging, FBI training",routine,,,,,,,,,
