Date,Amount,Purchase,Category,Link,MuckRock Link
2012-08-14,91530.00,"ir cam, pole cams, counter surveillance",surveillance,16447.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16417-to-16614-23025/
2012-08-17,8511.50,lexis nexis,routine,16450.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16417-to-16614-23025/
2012-08-17,16936.57,phones,phones,16452.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16417-to-16614-23025/
2012-08-20,6466.75,lexis nexis,routine,16454.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16417-to-16614-23025/
2012-08-21,12790.00,k9s,routine,16457.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16417-to-16614-23025/
2012-08-22,130009.57,enterprise,car rental,16466.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-08-24,26395.36,phones,phones,16468.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-09-19,8500.00,lexis nexis,routine,16511.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-10-01,17575.70,phones,phones,16528.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-10-01,26481.89,phones,phones,16529.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-10-01,125619.22,enterprise,car rental,16530.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-10-02,6023.10,car repair,routine,16533.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-10-02,8711.42,car repair,routine,16534.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-10-03,6409.25,lexis nexis,routine,16535.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16543-to-16614-22814/
2012-10-15,26442.49,phones,phones,16542.pdf,No data
2012-10-16,15871.88,phones,phones,16543.pdf,No data
2012-10-22,6521.75,lexis nexis,routine,16553.pdf,No data
2012-11-01,130699.65,enterprise,car rental,16573.pdf,No data
2012-11-15,8273.10,freight security trackers,surveillance,16581.pdf,No data
2012-11-15,27389.00,avid video processing and tower,routine,16582.pdf,No data
2012-11-19,8500.00,lexis nexis,routine,16593.pdf,No data
2012-11-19,137171.67,penlink,surveillance,16599.pdf,No data
2012-11-27,16095.31,phones,phones,16601.pdf,No data
2012-12-03,6598.50,lexis nexis,routine,16612.pdf,No data
2012-12-03,26445.80,phones,phones,16614.pdf,No data
2012-12-03,125524.22,enterprise,car rental,16615.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2012-12-07,37000.67,penlink,surveillance,16623.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2012-12-11,26869.76,phones,phones,16630.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2012-12-12,9575.59,car repair,routine,16633.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2012-12-19,8500.00,lexis nexis,routine,16649.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2012-12-26,13182.30,redacted,uknown,16653.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2013-01-08,20790.69,phones,phones,16679.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2013-01-09,6755.75,lexis nexis,routine,16683.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2013-01-09,9977.25,redacted,unknown,16684.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2013-01-14,26673.87,phones,phones,16687.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-16615-to-16687-22537/
2013-01-16,133228.68,enterprise,car rental,16692.pdf,No data
2013-01-17,8500.00,lexis nexis,routine,16693.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-01-18,8502.75,lexis nexis,routine,16694.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-01-18,16526.96,phones,phones,16699.pdf,No data
2013-02-01,10539.00,pole cams,surveillance,16721.pdf,No data
2013-02-06,129446.43,enterprise,car rental,16731.pdf,No data
2013-02-14,509063.00,ballistics lab,routine,16738.pdf,No data
2013-02-21,6851.75,lexis nexis,routine,16750.pdf,No data
2013-02-21,6825.25,lexis nexis,routine,16751.pdf,No data
2013-02-21,8500.00,lexis nexis,routine,16752.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-02-21,26600.80,phones,phones,16754.pdf,No data
2013-02-25,14899.20,phones,phones,16762.pdf,No data
2013-03-01,12136.98,car repair,routine,16775.pdf,No data
2013-03-01,128700.98,enterprise,car rental,No data,No data
2013-03-19,340628.75,boc police department vehicles,routine,16802.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-03-20,8500.00,lexis nexis,routine,16808.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-03-20,130576.09,enterprise,car rental,16809.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-03-21,15339.85,phones,phones,16814.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-03-25,6660.50,lexis nexis,routine,16820.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-04-01,9600.00,dea conference,routine,16823.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-04-01,45470.00,pro-tech security sales invoice,unknown,16856.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-04-01,29846.03,phones,phones,16858.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-04-17,8500.00,lexis nexis,routine,16881.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-04-17,27289.80,phones,phones,16882.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-04-17,37400.00,electronics services agency invoice,unknown,16884.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-04-19,15629.32,phones,phones,16891.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-01,6814.75,lexis nexis,routine,16905.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-01,56100.00,pinhole cameras,surveillance,16906.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-01,130683.83,enterprise,car rental,16911.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-03,11902.11,car repair,routine,16926.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-06,96030.00,vision database,unknown,16936.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-13,23425.00,pinhole cameras,surveillance,16953.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-13,8500.00,lexis nexis,routine,16959.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-05-16,32000.00,1505 audit,routine,16961.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-21,13039.86,phones,phones,16968.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-21,27579.88,phones,phones,16969.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16891-16969-22476/
2013-05-22,410815.33,enterprise,car rental,16973.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-16802-16973-26188/
2013-06-04,6650.14,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-06-04,214600.00,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-06-04,121361.19,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-06-10,6652.25,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-06-19,8500.00,lexis nexis,routine,17015.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-07-01,6446.05,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-07-01,15487.36,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-07-01,31368.23,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-07-15,174174.52,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-07-17,6752.00,lexis nexis,routine,17046.pdf,No data
2013-08-07,7932.09,phones,phones,17071.pdf,No data
2013-08-07,10071.60,redacted,unknown,17075.pdf,No data
2013-08-21,8500.00,lexis nexis,routine,17086.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-08-22,9435.07,phones,phones,17087.pdf,No data
2013-09-11,41134.60,enterprise,car rental,17109.pdf,No data
2013-09-11,14620.23,car repair,routine,17110.pdf,No data
2013-09-13,13300.50,lexis nexis,routine,17113.pdf,No data
2013-09-19,8500.00,lexis nexis,routine,17119.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-09-24,6750.50,lexis nexis,routine,17123.pdf,No data
2013-10-15,17992.00,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2013-10-17,8500.00,lexis nexis,routine,17140.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-lexus-nexus-22438/
2013-10-18,8688.60,raid jacket,routine,17143.pdf,No data
2013-10-18,6732.50,lexis nexis,routine,17144.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-10-22,23201.16,phones,phones,17145.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-11-01,137171.67,penlink,surveillance,17151.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-11-15,15432.81,phones,phones,17174.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-11-21,8500.00,lexis nexis,routine,17181.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-11-22,31782.30,phones,phones,17185.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-12-02,8500.25,lexis nexis,routine,17189.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-12-05,10964.67,car repair,routine,17200.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-12-10,6819.50,lexis nexis,routine,17208.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2013-12-24,8500.00,lexis nexis,routine,17219.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-17144-17219-22347/
2014-01-03,15040.93,phones,phones,17222.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-09,52974.05,phones,phones,17232.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-10,66052.59,phones,phones,17233.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-13,24488.25,enterprise,car rental,17236.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-16,6633.75,lexis nexis,routine,17244.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-16,14662.84,phones,phones,17247.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-21,11987.20,narcotics destruction,routine,17251.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-23,8500.00,lexis nexis,routine,17253.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-01-24,106579.24,enterprise,car rental,17256.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-02-03,10431.30,redacted,unknown,17265.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-17279-to-17326-22273/
2014-02-03,15114.78,no data,unknown,No data,https://www.muckrock.com/foi/chicago-169/request-for-information-checks-16982-17267-26059/
2014-02-03,19766.37,phones,phones,17268.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-02-04,6558.50,lexis nexis,routine,17269.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-02-21,8500.00,lexis nexis,routine,17279.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-02-21,15414.01,phones,phones,17282.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-03-04,105786.85,enterprise,car rental,17305.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-03-04,17749.55,phones,phones,17306.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-03-07,71175.50,server,routine,17310.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-03-11,13110.00,computer purchase,routine,17312.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-03-13,6644.50,lexis nexis,routine,17315.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-03-19,14912.77,phones,phones,17326.pdf,https://www.muckrock.com/foi/chicago-169/cpd-1505-checks-17268-through-17326-22265/
2014-03-21,104374.06,enterprise,car rental,17334.pdf,No data
2014-03-21,17750.53,phones,phones,17335.pdf,No data
2014-03-25,6552.75,lexis nexis,routine,17338.pdf,No data
2014-04-02,13422.00,server,routine,17353.pdf,No data
2014-04-14,9600.00,dea conference,routine,17360.pdf,No data
2014-04-14,15265.66,phones,phones,17384.pdf,No data
2014-04-16,19081.35,car repair,routine,17387.pdf,No data
2014-04-17,17764.48,phones,phones,17394.pdf,No data
2014-04-23,8500.25,lexis nexis,routine,17399.pdf,No data
2014-05-01,101222.13,enterprise,car rental,17417.pdf,No data
2014-05-08,59670.00,xfm server,routine,17427.pdf,No data
2014-05-20,8500.00,lexis nexis,routine,17451.pdf,No data
2014-05-20,385008.00,undercover car,routine,17452.pdf,No data
2014-05-27,6489.25,lexis nexis,routine,17461.pdf,No data
2014-06-03,104609.93,enterprise,car rental,17474.pdf,No data
2014-06-03,14465.05,phones,phones,17475.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-06-03,17770.69,phones,phones,17489.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-06-03,6460.00,lexis nexis,routine,17490.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-06-11,14763.59,phones,phones,17512.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-06-18,8500.00,lexis nexis,routine,17517.pdf,No data
2014-06-18,17756.08,phones,phones,17519.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-06-18,7615.91,drug testing,routine,17520.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-06-23,512910.00,undercover car,routine,17521.pdf,No data
2014-06-24,7493.75,gps trackers,surveillance,17524.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-07-01,102805.00,enterprise,car rental,17529.pdf,No data
2014-07-01,9300.00,filemaker,routine,17534.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-07-09,8500.00,lexis nexis,routine,17541.pdf,No data
2014-07-09,6485.00,lexis nexis,routine,17543.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-07-16,14991.51,phones,phones,17548.pdf,https://www.muckrock.com/foi/chicago-169/1505-checks-cpd-22246/
2014-07-22,7739.00,money counter,routine,17557.pdf,No data
2014-07-23,8500.00,lexis nexis,routine,17559.pdf,No data
2014-07-23,14434.40,car repair,routine,17561.pdf,No data
2014-07-23,105160.15,enterprise,car rental,17562.pdf,No data
2014-07-25,17969.60,phones,phones,17563.pdf,No data
2014-08-04,5790.50,lexis nexis,routine,17578.pdf,No data
2014-08-19,5630.34,narcotics destruction,routine,17607.pdf,No data
2014-08-20,103346.10,enterprise,car rental,17612.pdf,No data
2014-09-03,8500.00,lexis nexis,routine,17616.pdf,No data
2014-09-03,5882.00,lexis nexis,routine,17623.pdf,No data
2014-09-03,15400.25,phones,phones,17625.pdf,No data
2014-09-08,7715.04,narcotics destruction,routine,17628.pdf,No data
2014-09-18,8500.00,lexis nexis,routine,17635.pdf,No data
2014-09-18,18272.33,phones,phones,17638.pdf,No data
2014-09-23,102269.79,enterprise,car rental,17642.pdf,No data
2014-09-24,5811.50,lexis nexis,routine,17643.pdf,No data
2014-10-06,15182.78,phones,phones,17668.pdf,No data
2014-10-15,8500.00,lexis nexis,routine,17678.pdf,No data
2014-10-20,5886.00,phones,phones,17681.pdf,No data
2014-10-21,18493.96,phones,phones,17688.pdf,No data
2014-10-24,21926.44,phones,phones,17698.pdf,No data
2014-10-24,137171.67,penlink,surveillance,17699.pdf,No data
2014-11-03,104265.00,enterprise,car rental,17710.pdf,No data
2014-11-04,15123.81,phones,phones,17711.pdf,No data
2014-11-20,8500.00,lexis nexis,routine,17732.pdf,No data
2014-11-24,102644.73,enterprise,car rental,17737.pdf,No data
2014-11-25,15064.12,phones,phones,17741.pdf,No data
2014-12-01,389823.46,hidta distribution,routine,17748.pdf,No data
2014-12-02,24238.92,phones,phones,17755.pdf,No data
2014-12-12,5960.00,drug testing,routine,17763.pdf,No data
2014-12-12,5894.25,lexis nexis,routine,17765.pdf,No data
2014-12-17,13994.47,car repair,routine,17767.pdf,No data
2014-12-17,104811.75,enterprise,car rental,17769.pdf,No data
2015-01-02,7190.00,drug testing,routine,17772.pdf,No data
2015-01-05,19015.98,phones,phones,17789.pdf,No data
2015-01-05,15032.37,lexis nexis,routine,17790.pdf,No data
2015-01-06,8500.00,lexis nexis,routine,17792.pdf,No data
2015-01-06,48012.00,"video retrieval, 12 dell laptops, cover hardware conflict",routine,17795.pdf,No data
2015-01-15,5811.50,lexis nexis,routine,17811.pdf,No data
2015-01-22,8500.00,lexis nexis,routine,17820.pdf,No data
2015-01-23,106382.11,enterprise,car rental,17827.PDF,No data
2015-02-03,5716.00,lexis nexis,routine,17844.pdf,No data
2015-02-04,15221.37,phones,phones,17849.pdf,No data
2015-02-06,19408.89,phones,phones,17851.pdf,No data
2015-02-09,19980.55,school prevention programs,routine,17852.pdf,No data
2015-02-11,5884.00,"""clear services"" subscription",unknown,17864.pdf,No data
2015-02-18,15083.17,phones,phones,17870.pdf,No data
2015-02-23,104790.78,enterprise,car rental,17876.pdf,No data
2015-03-03,8500.25,lexis nexis,routine,17882.pdf,No data
2015-03-12,19644.76,"""realinfo accounts""",unknown,17889.pdf,No data
2015-03-18,8500.00,lexis nexis,routine,17906.pdf,No data
2015-03-19,7193.58,unknown,unknown,17911.pdf,No data
2015-03-23,15087.78,phones,phones,17914.pdf,No data
2015-04-01,106650.04,no data,unknown,No data,Personal e-mail
2015-04-03,11418.00,no data,unknown,No data,Personal e-mail
2015-04-10,19570.16,no data,unknown,No data,Personal e-mail
2015-04-20,8500.00,no data,unknown,No data,Personal e-mail
2015-04-24,15102.49,no data,unknown,No data,Personal e-mail
2015-04-27,103033.08,no data,unknown,No data,Personal e-mail
2015-05-04,18048.79,no data,unknown,No data,Personal e-mail
2015-05-06,5631.00,no data,unknown,No data,Personal e-mail
2015-05-12,9283.96,no data,unknown,No data,Personal e-mail
2015-05-13,6000.00,no data,unknown,No data,Personal e-mail
2015-05-20,8500.00,lexis nexis,routine,18022.pdf,Personal e-mail
2015-05-20,9018.67,simplynas,routine,18025.pdf,Personal e-mail
2015-06-01,105749.29,enterprise,car rental,18028.pdf,Personal e-mail
2015-06-01,15167.46,phones,phones,18037.pdf,Personal e-mail
2015-06-01,5940.00,pen register,surveillance,18040.pdf,Personal e-mail
2015-06-03,19570.16,phones,phones,18071.pdf,Personal e-mail
2015-06-03,5808.00,lexis nexis,routine,18074.pdf,Personal e-mail
2015-06-15,665950.75,finance division check request,unknown,18087.pdf,Personal e-mail
2015-06-15,6299.40,??? of st petersburg fl,unknown,18088.pdf,Personal e-mail
2015-06-15,136375.00,stingray,surveillance,18089.pdf,Personal e-mail
2015-06-19,8500.00,lexis nexis,routine,18331.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-06-19,6834.09,"??????????  ""bulk narcotics destruction""???",unknown,18093.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-06-22,15504.01,phones,phones,18097.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-06-24,5705.75,lexis nexis,routine,18106.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-07-01,108794.29,enterprise,car rental,18108.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-07-09,6174.55,"??????????  ""narcotics related investigations""???",unknown,18120.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-07-10,5154.90,sony cameras and equipment,unknown,18123.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-07-16,8616.01,dell computers,routine,18132.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-07-16,5411.20,dell computers,routine,18134.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-07-20,61771.34,phones,phones,18147.pdf,https://www.muckrock.com/foi/chicago-169/1505ml-checks-18091-18147-25970/
2015-07-20,14980.25,phones,phones,18142.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-07-20,8500.00,lexis nexis,routine,18144.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-07-27,20447.50,phones,phones,18155.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-03,6344.20,canon cameras from b&h video,unknown,18163.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-12,5815.00,lexis nexis,routine,18184.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-17,108495.66,enterprise,car rental,18189.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-19,8500.00,lexis nexis,routine,18192.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-19,5843.00,lexis nexis,routine,18193.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-26,51000.00,stingray,surveillance,18202.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-26,15206.75,barracuda backup server,unknown,18203.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-08-26,14213.88,penlink,surveillance,18205.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-1505-checks-cpd-18142-18203-25990/
2015-09-01,17709.95,redxdefense narcotics test kits,routine,18215.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-01,15821.65,phones,phones,18218.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-01,7000.00,technical training course,routine,18219.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-03,116115.06,enterprise,car rental,18226.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-10,9333.30,penlink,surveillance,18235.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-10,13183.50,servers from dhpc technologies,routine,18236.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-10,39540.00,filemaker,routine,18238.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-11,63980.00,ads invoice,unknown,18240.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-11,33275.00,ads invoice,unknown,18241.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-23,27200.00,stingray,surveillance,18252.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-09-23,37700.00,stingray,surveillance,18253.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18215-18253-25996/
2015-10-01,31741.36,dell computers,routine,18260.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-01,8500.00,lexis nexis,routine,18264.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-01,11002.99,shredder,routine,18266.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-01,15425.62,enterprise,car rental,18268.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-01,112458.16,phones,phones,18267.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
2015-10-02,21253.20,dell computers,routine,18274.pdf,https://www.muckrock.com/foi/chicago-169/illinois-freedom-of-information-act-request-illinois-freedom-of-information-act-request-1505-checks-cpd-18260-18277-25997/
